playerID,yearID,teamID,lgID,round,POS,G,GS,InnOuts,PO,A,E,DP,TP,PB,SB,CS
leiteal01,1997,FLO,NL,NLCS,P,2,1,25,1,3,0,1,0,,,
leiteal01,1997,FLO,NL,NLDS1,P,1,1,12,0,1,0,0,0,,,
leiteal01,1997,FLO,NL,WS,P,2,2,32,1,0,1,0,0,,,
lewisma01,1997,SFN,NL,NLDS1,2B,1,1,24,1,3,0,1,0,,,
ligteke01,1997,ATL,NL,NLCS,P,2,0,9,0,2,0,1,0,,,
limajo01,1997,HOU,NL,NLDS2,P,1,0,3,0,0,0,0,0,,,
lloydgr01,1997,NYA,AL,ALDS1,P,2,0,4,0,0,0,0,0,,,
lockhke01,1997,ATL,NL,NLCS,2B,5,4,102,14,5,0,3,0,,,
lockhke01,1997,ATL,NL,NLDS2,2B,2,2,39,1,8,1,2,0,,,
loftoke01,1997,ATL,NL,NLCS,CF,6,6,156,8,1,2,0,0,,,
loftoke01,1997,ATL,NL,NLDS2,CF,3,3,81,6,1,0,0,0,,,
lopezja01,1997,ATL,NL,NLCS,C,5,4,129,40,3,0,2,0,0,,
lopezja01,1997,ATL,NL,NLDS2,C,2,2,54,18,0,0,0,0,0,,
maddugr01,1997,ATL,NL,NLCS,P,2,2,39,0,7,0,1,0,,,
maddugr01,1997,ATL,NL,NLDS2,P,1,1,27,1,1,0,0,0,,,
magnami01,1997,HOU,NL,NLDS2,P,2,0,6,0,1,0,0,0,,,
martiti02,1997,NYA,AL,ALDS1,1B,5,5,130,48,6,0,2,0,,,
martito02,1997,HOU,NL,NLDS2,P,2,0,2,0,1,0,0,0,,,
mathete01,1997,BAL,AL,ALDS2,P,1,0,3,0,0,0,0,0,,,
mcgrifr01,1997,ATL,NL,NLCS,1B,6,6,156,41,2,1,5,0,,,
mcgrifr01,1997,ATL,NL,NLDS2,1B,3,3,81,27,3,0,2,0,,,
mendora01,1997,NYA,AL,ALDS1,P,2,0,11,0,1,0,0,0,,,
mesajo01,1997,CLE,AL,ALCS,P,4,0,16,0,1,0,0,0,,,
mesajo01,1997,CLE,AL,ALDS1,P,2,0,10,0,1,0,0,0,,,
mesajo01,1997,CLE,AL,WS,P,5,0,15,1,1,0,0,0,,,
millsal01,1997,BAL,AL,ALCS,P,3,0,10,0,0,0,0,0,,,
millsal01,1997,BAL,AL,ALDS2,P,1,0,3,0,1,0,0,0,,,
mormaal01,1997,CLE,AL,ALCS,P,2,0,4,0,0,0,0,0,,,
mormaal01,1997,CLE,AL,ALDS1,P,1,0,0,0,0,0,0,0,,,
mormaal01,1997,CLE,AL,WS,P,2,0,1,0,0,0,0,0,,,
moyerja01,1997,SEA,AL,ALDS2,P,1,1,14,2,1,0,0,0,,,
muellbi02,1997,SFN,NL,NLDS1,3B,3,3,77,2,9,0,1,0,,,
mussimi01,1997,BAL,AL,ALCS,P,2,2,45,2,1,0,0,0,,,
mussimi01,1997,BAL,AL,ALDS2,P,2,2,42,3,3,0,0,0,,,
myersra01,1997,BAL,AL,ALCS,P,4,0,16,0,0,0,0,0,,,
myersra01,1997,BAL,AL,ALDS2,P,2,0,6,0,0,0,0,0,,,
nagych01,1997,CLE,AL,ALCS,P,2,2,39,0,2,0,0,0,,,
nagych01,1997,CLE,AL,ALDS1,P,1,1,11,0,1,1,0,0,,,
nagych01,1997,CLE,AL,WS,P,2,1,21,2,1,0,1,0,,,
neaglde01,1997,ATL,NL,NLCS,P,2,1,36,1,0,0,0,0,,,
nelsoje01,1997,NYA,AL,ALDS1,P,4,0,12,0,0,0,0,0,,,
nenro01,1997,FLO,NL,NLCS,P,2,0,6,0,1,0,0,0,,,
nenro01,1997,FLO,NL,NLDS1,P,2,0,6,0,0,0,0,0,,,
nenro01,1997,FLO,NL,WS,P,4,0,14,0,0,0,0,0,,,
ogeach01,1997,CLE,AL,ALCS,P,2,2,42,0,1,0,0,0,,,
ogeach01,1997,CLE,AL,ALDS1,P,1,0,16,0,1,0,0,0,,,
ogeach01,1997,CLE,AL,WS,P,2,2,35,0,2,0,0,0,,,
oneilpa01,1997,NYA,AL,ALDS1,RF,5,5,130,9,0,0,0,0,,,
oroscje01,1997,BAL,AL,ALCS,P,2,0,4,0,1,0,0,0,,,
oroscje01,1997,BAL,AL,ALDS2,P,2,0,4,0,0,0,0,0,,,
palmera01,1997,BAL,AL,ALCS,1B,6,6,165,55,1,0,4,0,,,
palmera01,1997,BAL,AL,ALDS2,1B,4,2,84,27,2,0,1,0,,,
penato01,1997,HOU,NL,NLDS2,C,2,0,6,2,0,0,0,0,0,,
perezed02,1997,ATL,NL,NLCS,C,2,2,27,14,0,0,0,0,0,,
perezed02,1997,ATL,NL,NLDS2,C,1,1,27,6,0,0,0,0,0,,
pettian01,1997,NYA,AL,ALDS1,P,2,2,35,1,5,0,0,0,,,
plunker01,1997,CLE,AL,ALCS,P,1,0,2,0,0,0,0,0,,,
plunker01,1997,CLE,AL,ALDS1,P,1,0,4,0,0,0,0,0,,,
plunker01,1997,CLE,AL,WS,P,3,0,9,0,0,0,0,0,,,
posadjo01,1997,NYA,AL,ALDS1,C,2,0,12,1,1,0,0,0,0,,
powelda01,1997,SFN,NL,NLDS1,CF,1,0,0,0,0,0,0,0,,,
powelja04,1997,FLO,NL,NLCS,P,1,0,2,0,0,0,0,0,,,
powelja04,1997,FLO,NL,WS,P,4,0,11,0,2,0,0,0,,,
raineti01,1997,NYA,AL,ALDS1,LF,3,3,63,7,0,0,0,0,,,
ramirma02,1997,CLE,AL,ALCS,RF,6,6,174,14,0,1,0,0,,,
ramirma02,1997,CLE,AL,ALDS1,RF,5,5,132,2,0,1,0,0,,,
ramirma02,1997,CLE,AL,WS,RF,7,7,191,16,1,1,0,0,,,
rebouje01,1997,BAL,AL,ALCS,SS,1,0,10,0,0,0,0,0,,,
rebouje01,1997,BAL,AL,ALDS2,2B,2,2,36,2,3,0,0,0,,,
renteed01,1997,FLO,NL,NLCS,SS,6,6,159,14,15,0,3,0,,,
renteed01,1997,FLO,NL,NLDS1,SS,3,3,81,9,11,2,2,0,,,
renteed01,1997,FLO,NL,WS,SS,7,7,192,12,26,1,7,0,,,
reynosh01,1997,HOU,NL,NLDS2,P,1,1,18,1,1,0,0,0,,,
rhodear01,1997,BAL,AL,ALCS,P,2,0,7,0,1,0,0,0,,,
rhodear01,1997,BAL,AL,ALDS2,P,1,0,7,0,0,0,0,0,,,
ripkeca01,1997,BAL,AL,ALCS,3B,6,6,174,1,13,0,3,0,,,
ripkeca01,1997,BAL,AL,ALDS2,3B,4,4,108,4,4,0,0,0,,,
riverma01,1997,NYA,AL,ALDS1,P,2,0,6,1,0,0,0,0,,,
roberbi01,1997,CLE,AL,ALCS,2B,4,4,81,8,7,0,5,0,,,
roberbi01,1997,CLE,AL,ALCS,LF,2,1,27,3,0,1,0,0,,,
roberbi01,1997,CLE,AL,ALDS1,2B,2,2,42,2,8,0,3,0,,,
roberbi01,1997,CLE,AL,ALDS1,LF,4,3,84,4,0,0,0,0,,,
roberbi01,1997,CLE,AL,WS,2B,4,4,81,7,8,0,3,0,,,
roberbi01,1997,CLE,AL,WS,LF,2,2,45,1,0,0,0,0,,,
rodrial01,1997,SEA,AL,ALDS2,SS,4,4,105,5,10,0,2,0,,,
rodriri02,1997,SFN,NL,NLDS1,P,2,0,3,0,0,0,0,0,,,
rueteki01,1997,SFN,NL,NLDS1,P,1,1,21,0,1,0,0,0,,,
sanchre01,1997,NYA,AL,ALDS1,2B,5,5,118,15,14,0,1,0,,,
saundto01,1997,FLO,NL,NLCS,P,1,1,16,0,1,0,0,0,,,
saundto01,1997,FLO,NL,WS,P,1,1,6,0,1,1,0,0,,,
seitzke01,1997,CLE,AL,ALCS,1B,3,1,27,11,1,0,2,0,,,
seitzke01,1997,CLE,AL,ALDS1,1B,1,1,27,9,0,0,0,0,,,
sheetan01,1997,SEA,AL,ALDS2,3B,2,1,33,0,0,0,0,0,,,
sheffga01,1997,FLO,NL,NLCS,RF,6,6,159,4,2,0,0,0,,,
sheffga01,1997,FLO,NL,NLDS1,RF,3,3,78,5,0,0,0,0,,,
sheffga01,1997,FLO,NL,WS,RF,7,7,192,16,0,1,0,0,,,
slocuhe01,1997,SEA,AL,ALDS2,P,2,0,6,1,0,0,0,0,,,
smoltjo01,1997,ATL,NL,NLCS,P,1,1,18,0,1,0,0,0,,,
smoltjo01,1997,ATL,NL,NLDS2,P,1,1,27,0,0,0,0,0,,,
snowjt01,1997,SFN,NL,NLDS1,1B,3,2,53,12,0,0,3,0,,,
sorrepa01,1997,SEA,AL,ALDS2,1B,4,3,87,27,4,1,3,0,,,
spierbi01,1997,HOU,NL,NLDS2,3B,3,3,75,1,3,0,0,0,,,
spoljpa01,1997,SEA,AL,ALDS2,P,2,0,5,0,0,0,0,0,,,
sprinru01,1997,HOU,NL,NLDS2,P,2,0,5,0,0,0,0,0,,,
stantmi02,1997,NYA,AL,ALDS1,P,3,0,3,0,0,0,0,0,,,
surhobj01,1997,BAL,AL,ALCS,1B,1,0,9,3,0,0,0,0,,,
surhobj01,1997,BAL,AL,ALCS,LF,6,6,165,10,0,0,0,0,,,
surhobj01,1997,BAL,AL,ALDS2,LF,3,2,66,1,1,0,0,0,,,
tavarju01,1997,SFN,NL,NLDS1,P,3,0,12,0,0,0,0,0,,,
thomeji01,1997,CLE,AL,ALCS,1B,6,5,147,35,2,0,8,0,,,
thomeji01,1997,CLE,AL,ALDS1,1B,4,4,105,44,3,0,6,0,,,
thomeji01,1997,CLE,AL,WS,1B,7,7,191,57,5,1,8,0,,,
timlimi01,1997,SEA,AL,ALDS2,P,1,0,2,0,0,0,0,0,,,
tuckemi01,1997,ATL,NL,NLCS,RF,4,4,84,6,1,0,1,0,,,
tuckemi01,1997,ATL,NL,NLDS2,RF,2,2,39,3,0,0,0,0,,,
vizcajo01,1997,SFN,NL,NLDS1,SS,3,3,77,3,10,0,3,0,,,
vizquom01,1997,CLE,AL,ALCS,SS,6,6,174,16,15,0,8,0,,,
vizquom01,1997,CLE,AL,ALDS1,SS,5,5,132,12,14,0,4,0,,,
vizquom01,1997,CLE,AL,WS,SS,7,7,191,12,17,0,6,0,,,
vosbeed01,1997,FLO,NL,NLCS,P,2,0,8,0,0,0,0,0,,,
vosbeed01,1997,FLO,NL,WS,P,2,0,9,0,1,0,0,0,,,
wagnebi02,1997,HOU,NL,NLDS2,P,1,0,3,0,0,0,0,0,,,
waltoje01,1997,BAL,AL,ALCS,RF,1,0,6,0,0,0,0,0,,,
waltoje01,1997,BAL,AL,ALDS2,1B,2,2,24,5,1,0,0,0,,,
webstle01,1997,BAL,AL,ALCS,C,3,2,63,14,0,2,0,0,0,,
webstle01,1997,BAL,AL,ALDS2,C,3,1,44,20,0,0,0,0,1,,
wehnejo01,1997,FLO,NL,NLDS1,RF,1,0,3,0,0,0,0,0,,,
wellsbo01,1997,SEA,AL,ALDS2,P,1,0,4,0,0,0,0,0,,,
wellsda01,1997,NYA,AL,ALDS1,P,1,1,27,0,0,0,0,0,,,
whitede03,1997,FLO,NL,NLCS,CF,6,6,159,17,0,0,0,0,,,
whitede03,1997,FLO,NL,NLDS1,CF,3,3,81,3,0,0,0,0,,,
whitede03,1997,FLO,NL,WS,CF,7,7,192,16,0,0,0,0,,,
wilkiri01,1997,SEA,AL,ALDS2,C,1,0,3,2,0,0,0,0,0,,
willibe02,1997,NYA,AL,ALDS1,CF,5,5,130,7,0,0,0,0,,,
willima04,1997,CLE,AL,ALCS,3B,6,6,174,6,18,2,3,0,,,
willima04,1997,CLE,AL,ALDS1,3B,5,5,132,2,10,0,1,0,,,
willima04,1997,CLE,AL,WS,3B,7,7,191,5,9,0,1,0,,,
wilsoda01,1997,SEA,AL,ALDS2,C,4,4,102,29,1,0,0,0,0,,
wohlema01,1997,ATL,NL,NLCS,P,1,0,3,0,0,0,0,0,,,
wohlema01,1997,ATL,NL,NLDS2,P,1,0,3,0,0,0,0,0,,,
wrighja02,1997,CLE,AL,ALCS,P,1,1,9,0,0,0,0,0,,,
wrighja02,1997,CLE,AL,ALDS1,P,2,2,34,2,3,1,1,0,,,
wrighja02,1997,CLE,AL,WS,P,2,2,37,0,1,0,0,0,,,
zaungr01,1997,FLO,NL,NLCS,C,1,0,3,2,0,0,0,0,0,,
zaungr01,1997,FLO,NL,WS,C,1,0,6,3,0,0,0,0,0,,
alexama02,1998,CHN,NL,NLDS1,SS,1,1,28,2,2,0,0,0,,,
alomasa02,1998,CLE,AL,ALCS,C,5,5,120,29,1,2,0,0,0,,
alomasa02,1998,CLE,AL,ALDS1,C,4,4,108,29,0,1,0,0,0,,
aloumo01,1998,HOU,NL,NLDS2,LF,4,4,102,4,0,0,0,0,,,
ashbyan01,1998,SDN,NL,NLCS,P,2,2,39,4,4,0,1,0,,,
ashbyan01,1998,SDN,NL,NLDS2,P,1,1,12,0,0,0,0,0,,,
ashbyan01,1998,SDN,NL,WS,P,1,1,8,0,2,0,0,0,,,
assenpa01,1998,CLE,AL,ALCS,P,3,0,6,0,0,0,0,0,,,
assenpa01,1998,CLE,AL,ALDS1,P,3,0,3,0,0,0,0,0,,,
ausmubr01,1998,HOU,NL,NLDS2,C,4,3,78,28,1,0,0,0,0,,
bagweje01,1998,HOU,NL,NLDS2,1B,4,4,102,31,4,0,1,0,,,
bautida01,1998,ATL,NL,NLCS,LF,4,2,48,2,0,1,0,0,,,
bautida01,1998,ATL,NL,NLDS1,LF,2,0,18,2,0,0,0,0,,,
beckro01,1998,CHN,NL,NLDS1,P,1,0,5,0,0,0,0,0,,,
bellde01,1998,HOU,NL,NLDS2,RF,4,4,102,5,0,0,0,0,,,
benjami01,1998,BOS,AL,ALDS1,1B,1,0,3,1,0,0,1,0,,,
benjami01,1998,BOS,AL,ALDS1,2B,4,4,96,12,9,0,2,0,,,
berryse01,1998,HOU,NL,NLDS2,3B,1,1,18,0,2,1,0,0,,,
biggicr01,1998,HOU,NL,NLDS2,2B,4,4,102,9,10,1,0,0,,,
boehrbr01,1998,SDN,NL,NLCS,P,3,0,9,0,0,0,0,0,,,
boehrbr01,1998,SDN,NL,WS,P,2,0,6,0,0,0,0,0,,,
braggda01,1998,BOS,AL,ALDS1,RF,3,3,75,4,0,0,0,0,,,
brosisc01,1998,NYA,AL,ALCS,3B,6,6,168,4,10,1,0,0,,,
brosisc01,1998,NYA,AL,ALDS2,3B,3,3,81,2,6,0,0,0,,,
brosisc01,1998,NYA,AL,WS,3B,4,4,108,3,6,0,0,0,,,
brownke01,1998,SDN,NL,NLCS,P,2,1,31,2,1,0,1,0,,,
brownke01,1998,SDN,NL,NLDS2,P,2,2,44,0,0,0,0,0,,,
brownke01,1998,SDN,NL,WS,P,2,2,43,0,4,0,0,0,,,
buforda01,1998,BOS,AL,ALDS1,CF,1,0,15,1,0,0,0,0,,,
burbada01,1998,CLE,AL,ALCS,P,3,0,18,0,0,0,0,0,,,
burbada01,1998,CLE,AL,ALDS1,P,1,0,16,0,0,0,0,0,,,
caminke01,1998,SDN,NL,NLCS,3B,6,6,165,5,9,0,2,0,,,
caminke01,1998,SDN,NL,NLDS2,3B,4,4,106,2,5,1,0,0,,,
caminke01,1998,SDN,NL,WS,3B,4,4,102,2,1,2,0,0,,,
clarkma01,1998,CHN,NL,NLDS1,P,1,1,18,1,0,0,0,0,,,
clarkwi02,1998,TEX,AL,ALDS2,1B,3,3,75,22,2,0,4,0,,,
claytro01,1998,TEX,AL,ALDS2,SS,3,3,75,5,8,1,3,0,,,
colonba01,1998,CLE,AL,ALCS,P,1,1,27,0,3,0,0,0,,,
colonba01,1998,CLE,AL,ALDS1,P,1,1,17,0,0,0,0,0,,,
coneda01,1998,NYA,AL,ALCS,P,2,2,39,2,2,0,0,0,,,
coneda01,1998,NYA,AL,ALDS2,P,1,1,17,0,1,0,0,0,,,
coneda01,1998,NYA,AL,WS,P,1,1,18,1,0,0,0,0,,,
corajo01,1998,CLE,AL,ALCS,2B,2,2,57,2,6,0,1,0,,,
corajo01,1998,CLE,AL,ALDS1,2B,4,3,87,6,12,0,2,0,,,
corsiji01,1998,BOS,AL,ALDS1,P,2,0,9,0,0,0,0,0,,,
crabtti01,1998,TEX,AL,ALDS2,P,2,0,12,0,0,0,0,0,,,
curtich01,1998,NYA,AL,ALCS,LF,2,1,36,1,0,0,0,0,,,
curtich01,1998,NYA,AL,ALDS2,LF,3,1,36,3,0,0,0,0,,,
diazei01,1998,CLE,AL,ALCS,C,4,1,45,13,3,0,0,0,0,,
eckerde01,1998,BOS,AL,ALDS1,P,1,0,3,0,0,0,0,0,,,
elartsc01,1998,HOU,NL,NLDS2,P,1,0,6,0,0,0,0,0,,,
eusebto01,1998,HOU,NL,NLDS2,C,1,1,24,6,0,0,0,0,0,,
evereca01,1998,HOU,NL,NLDS2,CF,3,3,78,8,0,0,0,0,,,
finlest01,1998,SDN,NL,NLCS,CF,6,6,165,14,0,0,0,0,,,
finlest01,1998,SDN,NL,NLDS2,CF,4,3,82,6,0,0,0,0,,,
finlest01,1998,SDN,NL,WS,CF,3,3,75,8,1,0,0,0,,,
frymatr01,1998,CLE,AL,ALCS,3B,6,6,165,1,7,1,0,0,,,
frymatr01,1998,CLE,AL,ALDS1,3B,4,4,108,5,8,0,0,0,,,
gaettga01,1998,CHN,NL,NLDS1,3B,3,3,79,2,6,1,0,0,,,
galaran01,1998,ATL,NL,NLCS,1B,6,6,162,64,11,4,6,0,,,
galaran01,1998,ATL,NL,NLDS1,1B,3,3,84,17,6,0,0,0,,,
garcino01,1998,BOS,AL,ALDS1,SS,4,4,105,3,7,0,1,0,,,
gilesbr02,1998,CLE,AL,ALCS,LF,3,3,87,7,0,1,0,0,,,
gilesbr02,1998,CLE,AL,ALDS1,LF,2,2,54,4,0,0,0,0,,,
girarjo01,1998,NYA,AL,ALCS,C,3,3,75,22,1,0,0,0,0,,
girarjo01,1998,NYA,AL,ALDS2,C,2,2,54,19,1,0,1,0,0,,
girarjo01,1998,NYA,AL,WS,C,2,2,45,9,2,0,0,0,0,,
glavito02,1998,ATL,NL,NLCS,P,2,2,35,0,2,0,0,0,,,
glavito02,1998,ATL,NL,NLDS1,P,1,1,21,0,1,0,0,0,,,
gomezch02,1998,SDN,NL,NLCS,SS,6,6,151,5,14,1,4,0,,,
gomezch02,1998,SDN,NL,NLDS2,SS,4,4,106,6,9,1,4,0,,,
gomezch02,1998,SDN,NL,WS,SS,4,4,93,6,10,0,4,0,,,
gonzaju03,1998,TEX,AL,ALDS2,RF,3,3,75,8,0,0,0,0,,,
goodedw01,1998,CLE,AL,ALCS,P,1,1,14,1,0,0,0,0,,,
goodedw01,1998,CLE,AL,ALDS1,P,1,1,1,0,0,0,0,0,,,
goodwto01,1998,TEX,AL,ALDS2,CF,2,1,30,1,0,0,0,0,,,
gordoto01,1998,BOS,AL,ALDS1,P,2,0,9,0,1,0,0,0,,,
gracema01,1998,CHN,NL,NLDS1,1B,3,3,79,20,2,0,0,0,,,
graffto01,1998,ATL,NL,NLCS,2B,3,2,45,2,5,0,2,0,,,
greerru01,1998,TEX,AL,ALDS2,LF,3,3,75,4,1,0,0,0,,,
guilloz01,1998,ATL,NL,NLCS,SS,3,2,57,1,6,0,1,0,,,
gutieri01,1998,HOU,NL,NLDS2,SS,4,4,102,7,13,0,1,0,,,
gwynnto01,1998,SDN,NL,NLCS,RF,6,6,162,5,0,0,0,0,,,
gwynnto01,1998,SDN,NL,NLDS2,RF,4,4,88,4,1,0,0,0,,,
gwynnto01,1998,SDN,NL,WS,RF,4,4,99,6,0,0,0,0,,,
hamiljo02,1998,SDN,NL,NLCS,P,2,1,22,1,2,0,0,0,,,
hamiljo02,1998,SDN,NL,NLDS2,P,2,0,10,0,1,0,0,0,,,
hamiljo02,1998,SDN,NL,WS,P,1,0,3,0,0,0,0,0,,,
hamptmi01,1998,HOU,NL,NLDS2,P,1,1,18,0,1,0,0,0,,,
hattesc01,1998,BOS,AL,ALDS1,C,3,3,81,20,0,0,0,0,0,,
helliri01,1998,TEX,AL,ALDS2,P,1,1,18,0,0,0,0,0,,,
henrydo01,1998,HOU,NL,NLDS2,P,2,0,5,0,1,0,0,0,,,
heredfe01,1998,CHN,NL,NLDS1,P,1,0,1,0,1,0,0,0,,,
hernaca01,1998,SDN,NL,NLCS,C,6,4,127,37,3,0,1,0,0,,
hernaca01,1998,SDN,NL,NLDS2,C,4,3,87,34,6,0,0,0,2,,
hernaca01,1998,SDN,NL,WS,C,4,2,62,18,1,0,0,0,0,,
hernajo01,1998,CHN,NL,NLDS1,SS,2,2,51,5,1,2,1,0,,,
hernaor01,1998,NYA,AL,ALCS,P,1,1,21,0,1,0,0,0,,,
hernaor01,1998,NYA,AL,WS,P,1,1,21,1,1,0,0,0,,,
hidalri01,1998,HOU,NL,NLDS2,CF,1,1,24,1,0,0,0,0,,,
hillgl01,1998,CHN,NL,NLDS1,LF,1,1,28,3,0,0,0,0,,,
hitchst01,1998,SDN,NL,NLCS,P,2,2,30,1,1,0,0,0,,,
hitchst01,1998,SDN,NL,NLDS2,P,1,1,18,0,0,0,0,0,,,
hitchst01,1998,SDN,NL,WS,P,1,1,18,0,1,0,0,0,,,
hoffmtr01,1998,SDN,NL,NLCS,P,3,0,13,0,0,0,0,0,,,
hoffmtr01,1998,SDN,NL,NLDS2,P,4,0,9,0,0,0,0,0,,,
hoffmtr01,1998,SDN,NL,WS,P,1,0,6,0,0,0,0,0,,,
houstty01,1998,CHN,NL,NLDS1,C,3,2,46,13,0,0,0,0,1,,
jacksmi02,1998,CLE,AL,ALCS,P,1,0,3,0,0,0,0,0,,,
jacksmi02,1998,CLE,AL,ALDS1,P,3,0,12,0,1,0,1,0,,,
jeterde01,1998,NYA,AL,ALCS,SS,6,6,168,9,13,0,5,0,,,
jeterde01,1998,NYA,AL,ALDS2,SS,3,3,81,4,5,0,2,0,,,
jeterde01,1998,NYA,AL,WS,SS,4,4,108,7,8,0,2,0,,,
johnsla03,1998,CHN,NL,NLDS1,CF,3,3,79,10,0,0,0,0,,,
johnsra05,1998,HOU,NL,NLDS2,P,2,2,42,0,2,0,0,0,,,
jonesan01,1998,ATL,NL,NLCS,CF,6,6,162,15,1,0,0,0,,,
jonesan01,1998,ATL,NL,NLDS1,CF,3,3,84,8,0,0,0,0,,,
jonesch06,1998,ATL,NL,NLCS,3B,6,6,162,1,12,0,1,0,,,
jonesch06,1998,ATL,NL,NLDS1,3B,3,3,84,2,2,0,0,0,,,
jonesdo01,1998,CLE,AL,ALDS1,P,1,0,8,0,0,0,0,0,,,
joynewa01,1998,SDN,NL,NLCS,1B,6,5,135,44,6,0,3,0,,,
joynewa01,1998,SDN,NL,NLDS2,1B,4,2,63,19,1,1,3,0,,,
joynewa01,1998,SDN,NL,WS,1B,3,3,72,22,0,0,4,0,,,
justida01,1998,CLE,AL,ALCS,LF,1,1,24,3,0,0,0,0,,,
justida01,1998,CLE,AL,ALDS1,LF,2,2,54,5,1,0,0,0,,,
karchma01,1998,CHN,NL,NLDS1,P,1,0,2,0,0,0,0,0,,,
kellyro01,1998,TEX,AL,ALDS2,CF,2,2,45,3,0,0,0,0,,,
kleskry01,1998,ATL,NL,NLCS,LF,5,4,105,3,0,1,0,0,,,
kleskry01,1998,ATL,NL,NLDS1,LF,3,3,66,5,0,0,0,0,,,
knoblch01,1998,NYA,AL,ALCS,2B,6,6,168,9,17,0,5,0,,,
knoblch01,1998,NYA,AL,ALDS2,2B,3,3,81,4,10,1,0,0,,,
knoblch01,1998,NYA,AL,WS,2B,4,4,108,7,10,1,3,0,,,
langsma01,1998,SDN,NL,NLCS,P,3,0,4,0,0,0,0,0,,,
langsma01,1998,SDN,NL,WS,P,1,0,2,0,0,0,0,0,,,
ledeeri01,1998,NYA,AL,ALCS,LF,2,1,33,3,0,0,0,0,,,
ledeeri01,1998,NYA,AL,WS,LF,4,3,87,8,0,0,0,0,,,
lewisda01,1998,BOS,AL,ALDS1,CF,4,4,90,10,0,0,0,0,,,
leyriji01,1998,SDN,NL,NLCS,1B,3,1,30,5,0,0,1,0,,,
leyriji01,1998,SDN,NL,NLCS,C,2,2,38,20,0,0,0,0,0,,
leyriji01,1998,SDN,NL,NLDS2,1B,3,2,43,11,0,0,2,0,,,
leyriji01,1998,SDN,NL,NLDS2,C,1,1,18,11,0,0,0,0,0,,
leyriji01,1998,SDN,NL,WS,1B,2,1,30,11,0,0,0,0,,,
leyriji01,1998,SDN,NL,WS,C,1,1,19,8,0,0,0,0,1,,
ligteke01,1998,ATL,NL,NLCS,P,4,0,11,0,0,0,0,0,,,
ligteke01,1998,ATL,NL,NLDS1,P,3,0,10,0,0,0,0,0,,,
lloydgr01,1998,NYA,AL,ALCS,P,1,0,2,0,1,0,0,0,,,
lloydgr01,1998,NYA,AL,ALDS2,P,1,0,1,0,0,0,0,0,,,
lloydgr01,1998,NYA,AL,WS,P,1,0,1,0,0,0,0,0,,,
lockhke01,1998,ATL,NL,NLCS,2B,6,4,111,5,12,0,3,0,,,
lockhke01,1998,ATL,NL,NLDS1,2B,3,3,84,8,9,0,0,0,,,
loftoke01,1998,CLE,AL,ALCS,CF,6,6,165,8,0,1,0,0,,,
loftoke01,1998,CLE,AL,ALDS1,CF,4,4,108,10,0,0,0,0,,,
lopezja01,1998,ATL,NL,NLCS,C,6,5,132,43,3,1,0,0,1,,
lopezja01,1998,ATL,NL,NLDS1,C,2,2,57,20,3,0,2,0,0,,
lowede01,1998,BOS,AL,ALDS1,P,2,0,13,0,0,0,0,0,,,
maddugr01,1998,ATL,NL,NLCS,P,2,1,18,1,1,0,0,0,,,
maddugr01,1998,ATL,NL,NLDS1,P,1,1,21,2,1,0,0,0,,,
malloma01,1998,ATL,NL,NLCS,2B,1,0,6,0,1,0,0,0,,,
martide01,1998,ATL,NL,NLCS,P,4,0,10,0,2,0,0,0,,,
martipe02,1998,BOS,AL,ALDS1,P,1,1,21,0,0,0,0,0,,,
martisa01,1998,CHN,NL,NLDS1,C,1,0,6,1,0,0,0,0,0,,
martiti02,1998,NYA,AL,ALCS,1B,6,6,165,47,4,1,5,0,,,
martiti02,1998,NYA,AL,ALDS2,1B,3,3,81,27,1,0,2,0,,,
martiti02,1998,NYA,AL,WS,1B,4,4,108,36,3,0,4,0,,,
mclemma01,1998,TEX,AL,ALDS2,2B,3,3,75,4,12,0,4,0,,,
mendora01,1998,NYA,AL,ALCS,P,2,0,13,0,0,0,0,0,,,
mendora01,1998,NYA,AL,WS,P,1,0,3,0,0,0,0,0,,,
micelda01,1998,SDN,NL,NLCS,P,3,0,2,0,0,0,0,0,,,
micelda01,1998,SDN,NL,NLDS2,P,3,0,10,0,1,0,0,0,,,
micelda01,1998,SDN,NL,WS,P,2,0,5,0,1,0,0,0,,,
milletr02,1998,HOU,NL,NLDS2,P,1,0,0,0,0,0,0,0,,,
moranmi01,1998,CHN,NL,NLDS1,2B,3,3,79,5,3,0,1,0,,,
morgami01,1998,CHN,NL,NLDS1,P,2,0,4,0,0,0,0,0,,,
mulhote01,1998,CHN,NL,NLDS1,P,2,0,7,0,1,1,0,0,,,
myersgr01,1998,SDN,NL,NLDS2,C,1,0,1,0,0,0,0,0,0,,
myersgr01,1998,SDN,NL,WS,C,1,1,21,4,1,0,0,0,0,,
myersra01,1998,SDN,NL,NLCS,P,4,0,6,0,0,0,0,0,,,
myersra01,1998,SDN,NL,WS,P,3,0,3,0,0,0,0,0,,,
nagych01,1998,CLE,AL,ALCS,P,2,2,29,1,1,0,0,0,,,
nagych01,1998,CLE,AL,ALDS1,P,1,1,24,0,1,0,0,0,,,
neaglde01,1998,ATL,NL,NLCS,P,2,1,23,1,1,0,0,0,,,
nelsoje01,1998,NYA,AL,ALCS,P,3,0,4,0,0,0,0,0,,,
